filename,label,num_apis,has_process_injection,has_network_c2,has_persistence,has_anti_debug,has_priv_escalation,matched_behaviors,m4_score_rules,m4_score,m4_source
12ed5a5fa1a514db1bbac7b6d445ceb2305d24d97d1654905f97b65344ec8ea5b4e5513f136c1befb65054e81e55c5bcfbb32192ee255f18bdb5aa55096dad10d9411785896c46e89682fcf049b9be91ba0359fdea2524482f2d0cdefba84b4fe48d14c2.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
12f34d657d444c36529841ae0d7f04f901ce3e9f909a3601727b9e516231f92d476e819a5ef247b28e2dacda23cac28a89f97ca95d3d2137c030301ccdc315e833db990c1125c9aeb07038434ad0e981ec48d089d816444aec33f5304121b5a320553999.exe,blaster,36,0,0,0,0,0,,0.0,0.989411,cnn_lstm
13b73dc00dbeb4f7fae945ba0c5b2367ab348c981a483017a70cac189423ee4509137ee175d34488eaf5f67aa8e577b2357d8635e2eb6747786f8fd61b23e5fd7fad540118fa3d681bb3b656147f471877f18a42e29d10afb2e2eedca785e40f713ec0ca.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
13b6046f94d6ea31bd2dd0c87a5083710ea3ba0bc3305556391875f52ef26feb2ad056201e71cc81821d8f304dedf7ab69ea715a186efa0b5ea99256137db6d137cee661f2bed09a44c980cff9db98e709b4bc0c255a76efd0c802c1942d923599a3bf06.exe,blaster,2,0,0,0,0,0,,0.0,0.906727,cnn_lstm
13bd859e411174a0f12e955ff48db05dcd742c0fe93ac3835d2f1547f648e055f6921e7e5d384278f0b3333a1180a9f4048b29961069dfad41c8f770e4ab6bad9bc457c0d2dfa4b008e74d5827a60bd83f2bc0940dc933223ac811344c86ca655d6721e9.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
13c578a2396e1c06c76e61b88414e4ee519a5e09822c31e933d057eb757c3c177b64296f6e04751319f7ba5ef7c3d3b30386b5658abb515a1ec6e965063b160004640ac04c8f84ea0165288ec513ea973fa59561ffa708b8eb47b54c67bb78c428f64e7f.exe,blaster,7,0,0,0,0,0,,0.0,0.999804,cnn_lstm
13f1f827f7fa5de306eb92ed7cd3e06c4d0431da524abd983d093675bb4afe990889d4e926cb22a9904076da84ab5f00a3b57abf3e4833339f47da1bfab47792d7081b5d2bd1e8bb05663a8959179a3c005425197e854b5f45d47f6eb74f3398ece59379.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
13f6f40aa58dd3a43bfef78f5f4aca833fc1cc42d0e53e34893eb8a6dd364fdf31c5910319392bb9a33ea3694ffd2243a68b86b496c0de05abdd8a75bcf68a4e2e59325becdcdd9ecb8c7f4f18e2e8d59772fefc3b25e1bfa44a4a140f403434e326e811.exe,blaster,100,0,1,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
13f27d4273bd2c33f136f8600750d2dd88eb501878d06dc6e62d9658496413a163d9a2fd30785952a449e38c9f773a2e5b0f02cf135fbb8e9cb7e261dc07a1de64d61160e8afb62482a2832eea6fac062dd63f303dbc7762278d6a47a741bd10928803a3.exe,blaster,5,0,0,0,0,0,,0.0,0.931458,cnn_lstm
13f33a1ab98e26251cde2189e3e1642d9c1fc6064cdf17c7a1c9134266838af9da463b1579d6cde689385fd8ce4b01f887dd7289d52a9751c8bc93ef93ba55a169ff3fadfd5e9b94f4d1dda54ed8e3ca3c657d67b0f8ce9c1e8dc5dfb4ac86221d355681.exe,blaster,53,0,1,1,0,0,Timing Evasion|Network+Persistence Combo,0.5,0.999998,cnn_lstm
13fab69de5c07c22ce93b0fe6a507910e5087a59c63d2262baaf7f52f0896e919af761a04ab7434ae50ba919044f6919799d7913d746d325d57ff52624ecb88d9e6e1a57a896af39af2dd19b02f76c130f0b31bd0bc3b0d9617e2e83f98fad0d43f6d2e4.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
14c299b0902dded3769417136a777fdea7962dc4bda81b695eb31dd186cfa60ed6ead7a04c205e4490a3d4baef851142688729a5c239bafd2cd4b13f570ee9bc020ca2ab761f1231a6f6b9471e5cede3d32c041d76f7039856d0d55968fa070f2038b217.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
14e9bca7e2a300519a144cdcb99495e72c5c305764502aee3b1f6575896e8e5c7e331aeba3908b0b9f7f20b03230ad58b610ce8a2eb74c63643611fa3af8e3e262e5e999445c91e3322d9574d2e2feb3e2abe711f1c9a833a98a6c93744a79228b948da4.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
15e2760cff23ba2a2d9e76535fcc8752de5598a2da54ad9f1dc4db8f6b76cd0b2aa0512f749d8c42d879df0c01908eca0b0e1d2bf09026a8293884ed63bcd93c111361352b038f8f56885c5b63e36f77b7cd3c372434b3f63135b5a59c91eefb686dd9bb.exe,blaster,8,0,0,0,0,0,,0.0,0.999852,cnn_lstm
15ec0f92eaf026db2d6f9bfbb08af6659c9c9501a929374a90428d2890a4da8c9551aa1ca73126d14e313c2f6141efd4db11ec87c84a1387065ea7c91a4ca6340d9f1dda3b847888a6859639a721393ee025bb7f924f95643d60a04f8983c88539835407.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
15efd600d8ad6324c61d22a5d9bdc5abc20e3f28481d16cb04b6e21a01a17656d68ca518e27987dc10d231ea3ef0612e4db2348ef963b777edadc0db0bae106b53534eb07a5f9454f4b025be9e1e20005d66e2113c36fc5e220956af7d83207c4fb905ae.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
16ba44d76bb4282d1d0d1c6788cca073b7ae3a0d578a5503d61f0bff48df1bbd06096341840575029febcba6dac99f074e547845f1905409be3c2dbbe13e55aafbf23f24ff78411ab04ebfe671240c9991acba3bd95b69d87c96d67d6776f2915662c0be.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
16ce6e126e4c2214a4e8bfad739967692fe02cb1ddaaacace7ba7ac68f1c01b4a668d28a94f60e3e6f1fd537c917937fe22b3643496c845820c1072d1bdd53e8b5efb9f8c7c97c3062985d852e3498d23ebd1ab99ea7fa918ca04762c1b426d4ff7cad14.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
16fc140b36a1a41e4840a5eeb5eb872a811430091a6b2e755bd91d3dd4fac3a33f898ab9823fee2e2fc1525b7e5edb0f7e711a39087e1fb34b011e2ae494a711c412ede675dfd7fee747fc4e03b18d0d4598dda8f9baea48bb4bb90aaec14775c7661cb3.exe,blaster,8,0,0,0,0,0,,0.0,0.999295,cnn_lstm
17c4d62e9907998c5017a61074694cd2bfa94f1ff5d74c521055e2a4447a42f7fbea13f1690d49c9112c337875e430a5fbbc86f45d42f707ed4ddd33e7832f144d20e33bf5558c98a6118c15ea22a2cc2388d4d3379ca70c8dd4df1bcd2b443dd723db6e.exe,blaster,8,0,0,0,0,0,,0.0,0.99959,cnn_lstm
17caf800193e532e1e674ef101f6921552e16804b5f1f25d65e9aa8f7433ab0fb11065799e2ba9ccf0139ebe74f8df8a3ccde3f7779c199781cfa1daca09616aedf69a9bca5b35adcb4456f11f670ac42d3d2536f93a17d052fd493e9be26ffff525538e.exe,blaster,7,0,0,0,0,0,,0.0,0.999842,cnn_lstm
17f392535cc84f9d722bcb31f5c0517968c30a6b7c2689913a141a856e64a8b09edfa3097d5f5ce36fd46cc7abd7ee0afead1434c9f9bd58de9674988084bf969d8658f3b30d13770db832bae59f2a1fe89ee196ed95ee5be47ad8bd2ea7e9fa258439d5.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
018ecc1a676c75f830293b065d2e3c60dd2ba55f3180f6ea3914d86bd2cb0dbd09f76d586673adf036f7e40df97a486b404cee8ae534f0fca910105f5d06651ca3aab72d990ad06ace79b9f65be583baaf66ff2178c484df09e7408e361afd844d089ea3.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
18a88a60f43a357e4d1d00c32069ebef596bba8c1ed8565a967ea1e1d55031edc360e5468defbcfebb55aaacd200c0a8dae6afb43dc4e5d1e32cad03942de65530b409709d50fce1dc0454298884b03efe35e6a8b84d13f9565967ea69ad212edba9e8c8.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
18b014d734a22392320d7106d11ce6a521945b8d886abe7de8f1b5e4a8e46c1ff31fd016e3ec04e3beef5bb82a46f606f056ca0b20ff95377df067902d34eda74b6634976eed5d4b66971ae6f2c8c3f2ea1403f700ac381f6803198b3709c673537c3972.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
18ba3ed391240140951cac457e0b2402992fb1dfb4b6add6f3fb1857ef60fdb722d2dfe0ba5e2c55b48995528ae857a3446aadd98a9ebbf99a0e8cfe24812ac283dce0bab60ebef9afa59697c0a9b9b882fc4ffca45dec39d1d7862aa6fa2298b847dc94.exe,blaster,7,0,0,0,0,0,,0.0,0.999681,cnn_lstm
18e8f46c0133b5fdc2d87eb80e6fd60203c85c4340c79dd241eb9477dbd9e39a45ec2c3e8896a4f6925e086e3e9b3228677e12f691fdba04b9a9d9b8d426fa4f236a83b54f810293b3e3968091cb33cf75a18bd30f6e33d33020d4a5b40a21ed5c7cc259.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
18f0f8bf1d59fd14cf72237b2c004f3d183fa77f76ce589566973d1bbfeb85493356dc2e1d70c93df628becb525f4a2141660452b7c9d5433542e315d214bda27cf09e818ce86595dd3bcde4b7ffb8c9f0c75d561e9180c83b7777a2ef20d2d9af810c0e.exe,blaster,53,0,1,1,0,0,Timing Evasion|Network+Persistence Combo,0.5,0.999998,cnn_lstm
18fe402f5560c23881989f69aa8936b29de662f1e3dfa12078f67fc86343c71e424ffef815595f694f4c5e5a0e7cb76c814038b3429d2767a827451565069ecbfb6f9b34cc6bc2502b0fb08afef3bdfbd87abb1feb1dbbb8095f726f7b08a8de83d43583.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
18feccee47ae086872fb6fc8bad395b251e818b78d45954d0ebf4b5b8bb8ed3608b62036a0d0b9122899d11fe5df1c39b9d8fc82a9c0658faa74f241240d17f7a8537326cdb7eee3c10b6cc2be2f23e9cb85de79dd797b98f97a24a485875a617a019689.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
19a3d906440ee7ca69e993ce1e714ecb3c4a870213bc2b1d964d4125643f61e8b7a43e938823e784233742a37a78e713c63c67b5a22bd1b0b0dfc62d48b82bf6ba1714a5cd9e66eba55e5dcf47fce13772bfd2b89336f6ec2536a797188663bb9f9b6fe7.exe,blaster,7,0,0,0,0,0,,0.0,0.999842,cnn_lstm
19a862e1a788a48df3393f55e394f4259f72d27e98da33d16e7579145202a7ddd57a844d4073273c8cceea609b2ec41cf85623fa078904cba25a16bec7392b91ed0f66cbc1da20ab5db475aa84ff348d5c1c34a68551127bbbe19fef425428c33687d4cf.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
19af190243773fe0b4a315717079233beb4937aafb3f99e19da1270f3e7c2d02069b1f39b7799c448fd1604c4dc9f556dda187dbe56ecc9135251a5a0d8bd0ee0dabcc6d505d4da2b14b17a8a60fcf945e8b9e303c9b75e7c76346f683bf43cc1e2fd699.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
19b4fbf57aad76a39075539ac412c95069f2a8aae5c9a80eaf2288af2b735b5618f917fc4b528a53b5e19b9e0fb5030e5e4bf92265c3a5a29b90883fcd1e7c2a5990c39cd34ad0adaf828803e0138a3c983b2f835f1dfd056a330cf50ff69f5df4ebc794.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
19bd2ffd45181b663348f7856adc5c61826a91839f2b5a4ad25093eb05141aa54524b8c3b1b3ff4c54dcc9930d0399896371c73ab0339d8ee5b00830a8a2b4c21b3b3d1f36cf5628e6710510ab94018d62c45574aab8c40c32d429ce83cabc71abbe34ce.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
19ef767516aec5dd8673986c5e87b487a933d89c220e665d6ef2b1c7dbdd46d6ebca83d9dfc5b86ff0e2a3fa05845fa78f6423ceda3f3b19881242288a66db88fdfe8881f05c6b14d1ca2338e2cc05a85eb372d9ec2347ae494409e3adaa1932048d56e7.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
19f0f2dcb16fa78b0b10724bad967aff482e6397fd26c878f41cdf8bc33d7b5bde8947badc15108c200d34bf158dde7dfada04474b0bae5482665ad6db723a6caed189a373d7a512b923d741e20b01f0eace4981ca5cae0a99e967950860ca9f52207baa.exe,blaster,70,0,0,0,0,1,Privilege Escalation,0.7,1.0,cnn_lstm
20e01ce9d32590448aec4f3edea92c8fb6f7caf434a51d18d6f39790d295d13ba8ac2b6d480172f7d78e829bc7b2e36d3963b936c344f6320a4e0d697d7b6354f1206b22866450c18a5f4b3a81a79cc5f005506fc5fffd2e76bd36de0b070f82e4592dae.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
20e8b92cc515ea5dc7d6af3f11ab7a70f521c30126e6a22e5fe2452e8aa5bf058ee51679f3a06e29a0327f092dba08072482a23dac54db911c0e760a7dea6bb36b413ab81c22aaf8c9388a6d34fa7abbf572fd2e2e4ef5ab933d74bea80b49f7da4761ef.exe,blaster,7,0,0,0,0,0,,0.0,0.99989,cnn_lstm
20fd6e22891d873dd340bf0f1a6584d4274bbbd696a02b212bcb6cc5da02c2a3b66ea2d3a3045ab58c096d21123d082acc27c81b796cd5230a2fe03258d5cde8c01db22871f94bdfd0d0184835780b160ed3c8eacfa8e0b1d5875c5775b3ad0028af68a8.exe,blaster,7,0,0,0,0,0,,0.0,0.999681,cnn_lstm
021dfddd6b9661efd89a44ed01991bc101d91c8cc167fd3d37a7a43d3282a1791246f67ad97c15988ced94d7f162f423ff9720902ab432f2b22722fa1eb09a5543327b185b9edf08b2ef10b6c59be704e5fc7744a66d2bfc9f9cf6233801d86101a00bb1.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
21ba48b219e26fcdb89f2c0d7a4b32c93b7a0712748d02da3237de043bcaecd3d4470dfb84697896205f6b01ca0887f4eca5b25dbb400e84bcffbc3080360d1c8ad89764d0412d6928efebad23af064f794e291f5cd0b7ed118b45e5da7e12fa9ab9b601.exe,blaster,53,0,1,1,0,0,Timing Evasion|Network+Persistence Combo,0.5,0.999998,cnn_lstm
21cbe9e84e16f083fcb9213169cf1af7332609492de2189895232c622cbf9b355fc3867ced49aea812bc9d6b72d60a70ca2c8255dee620fd1cb400f35cd77bc73fa42d1c89019fc2b44ef61c83c3692f021716b44630e87c4bcd8056cca310d12a1f477e.exe,blaster,8,0,0,0,0,0,,0.0,0.999934,cnn_lstm
21cc460fe65e86a9649aa4bb603630281e73ca8d37982f94b8e360f6d31910f613bb19651728624014c924657a21995025e70128c843ef3387e714cb6bc1a76fb1d366297081a8bedfadd5d898548534cbdc40611bcd0fefd8bed135d4c211a644e89bf2.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
21eb339d6b4d5ade08d8a83213c02bedd17a011de088432496440f42836d986b59f96c348e9cdba208557e41846fd97af0a2641b0eba8f1195fa112b378c3fed9fb058d854e09846ee79cdb69a57ee11ad47eba44bd21fa446054dfeb70f2a9bfd7b7229.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
22c27adcd15c18fd7fe499f832caee0749259e8d8280bb8fbc21eda0da1899d39ebb4f9e37bafb45f487e116b2d14920b90349b38e82fc25e891b0d1279892013bc826e9937a2b6b82b8bf097e09132657f81c0bfc012916bf38829a53dfcb8333bf6249.exe,blaster,3,0,0,0,0,0,,0.0,0.986713,cnn_lstm
0023d7067b93b49fb2cfe5c62cc70632fd2a6d38e8b407c1904af4686f0087867f142a7c6bff4cdbfad25f2c6489a2d1561f2dff644145ef750f6cc2aa221d91fb0f2c8086e2791df3becfd6e6f537fc71a3dc136c08eaa58ee8f0d7a83bba3dbd038ebe.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
23ce783a330ccae1dfb54a8f4a957ea2e3809f19d55f246052b62876cee2334deaf369682eb69b6139f6b0da703bf89453b143c6ebdfc531246d05f69e34d7e2aa03a00ec46585b8465bb94602630141c02df81da27195df1f7dff3e178fb175d195e623.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
23da074d1d454f8e442020e1db2a3ef94023d627ed045b2d367d56e9e7821287e1bd5191507554e88b23fbc3033eaa9292f41caf001f6da1191f3cc15f94cfb3aad6e67a5fdd159004d9b1615db465bc8e14ea65bcc47b2ed1d3b634a935b8197feeff38.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
23debc6a0386c96f293e112f6e089f29e2557a007b45ca6f12a759513aa9bc24b4d54122a687f449d640befdf408b75295b7fe438ab5fce4fdb3486fbf0b48075cd19319711c47c418bc0258e10b8e3c03d212ec933f49d7eaa487c39e5354b4d1f2f30a.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
23eefc40ce7f4408ad45370ecb9c14a3eb11b73589522b51973658477d5cb293046342d2a3745f97203cb6a6300ee724f94681af3be40c63be6bc2898c588cbb220f6f3dc16efafd2aad13dad9bcbb3662ba2d733feadd3ee2156f6bfd5ab95cdbd96ca4.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
23f324b2000b61b7dd2b2ea6df69e28aaf419669d2f72fb709f78097d54258797c1a8721cf673e3c5cbbe63ee414413d8304737683742b3ab7319dd63367968e4c3566cf4efd6e27ae6dfce580cb9ac1549a324951eecddcbea684ef1bf360288f69e54f.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
24c7df758ac018b29d4cdbe310df4987efa43ad93fa79e0fe2230b144c1652f424c41e5ae581dd0429e0f1abd7b01f8777b6a72ac999af71152c1e9eadf81e6547744c76350423db161d577db3f090bbc12d9006b0902705fd066d1d2bcd657b9c0d2778.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
24c16c5370dd67cfc298aa774b904c7a766b90349498e6c9bd28b595a5464282e43df3868aec9ebcd7a06f3178d733827555195030bffdf5371f8d3bebc74d98217b0fa96603a81ff091e43f519cee0f76c56cb57860abf997bbc3bf042d60dddc5278a0.exe,blaster,3,0,0,0,0,0,,0.0,0.895169,cnn_lstm
24c50f82f9fc0bc4a044d129392e3b733ad63e7bc149ed7b9b681ba453649e6bc49a9bd501e59eafdc50253d4572f2aa8d4a7c3ec3c6c25e2dec88671ceabfb5c4715e193c03f6daf204905e01bdb49240bbd599d960bd107a2ab4c1ba9b3a02fbef6f3e.exe,blaster,70,0,0,0,0,1,Privilege Escalation,0.7,1.0,cnn_lstm
24d1f0ddf7480232ea29d297ece4892a269b0cba3f7501df43a3cfc2ebf083404978ed988e425e66abcb145228be962225c6b06e3892303eba0a978fe0f7629147a9124561344ca6639759079028241ba3005a19f806ef1b4583eab4c4629adabb0c66b9.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
24edafff1ea37a00ad085531c0f05ec12ad69e8e1b865fd8009658a0926eac988ac7a27e0c9ee1f80c1c80b7e6f877a5f83f55e0278396bd26f68e5442e63d8d823056c71669485d42825333ce9da495d7795675e6d80c0cfa3eb55d8e363661b8a59897.exe,blaster,3,0,0,0,0,0,,0.0,0.994112,cnn_lstm
25a4985ebd67ee650dec05dd3633a104e7cc1abe14aa5886cdd46a89e508b2f08629e8b9d0a2b907d71821e7339835e9b4022e45785bbf9aa8d31a76de4a25d737a4de4b018336329ad9f4013016dba07874418093dff9d7eee1555d4ace821f33c9f3e0.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
25ab945653a3dd712cfc2c12b959a8be8b3484c06c16635e26ce90abd87766f4065e41f059924df344f0e1e63cce6e71cdec0ca06dd8b81b8666f324b5432937dad66782c6d05cd6b7985cf179612eefa1dbfb4d0493810c4fc5d627439f610e418d3a69.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
25dc39df476cd117bb95ead3c38fb7d48ab33eb331c738da7f887c948c1cab88bbe8141e0c5e64e90998438126174dbf4d5df0deeb43511757eff0ce0ef8b14dfadafccf8b48b86b26534242838668d4f2103ee625dac7c00ac0aa1853946f58e27c4664.exe,blaster,7,0,0,0,0,0,,0.0,0.999804,cnn_lstm
25f5ea10d0729fc851e5c591eaa60bdd288140f4ff6191932f635d8abc24a6d5c6719eafcfc5e24088649dd158c3d61b2704403e5081831463b3c02afe3e18a4946f3742cf6bccf7949e2c95fc45d56edcff3b56a0a50161c8fe6e960ee4a8161134313d.exe,blaster,8,0,0,0,0,0,,0.0,0.999862,cnn_lstm
25f79dedbf5779978f69b8659223e1309a33cb0378c9a948da58a20fde69a550c6c8e031fcae0ff1a862cbba72edda8bd41af3da57ce20ea56391c0f9ac8a665f18b2cdd0973809a6eb9f89d3a87ed9c37d382a17c1d35be2432316e2ee566b917cf0397.exe,blaster,8,0,0,0,0,0,,0.0,0.999815,cnn_lstm
26b87e21641ed2a27402a23259451d21368f76ac74d5851eca543060e0a05909a1ec572439d7a5efcfb922d8fccb9c1c8d199437d28e4dd1f0e5b2c8a9f248eb2460447275649baf1fe270f3eb86af5e020e8d8c392bc2d733287bc03b1f3abbe46e1df5.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
26c7bd5482b4fcc696b6b1bae36b47c9ae3a75270577da102593d7e64cb3e92faf4de83d8403520cf6096ea16232f984ab7bc042bfa9916494b576968ac7bc46d8e2c46ec7db883de4e0f963d3e8b9b693db6c89664b4f5a1c2ad176dc41a166d1fe16fa.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
26cb6b4aa688cfbeb6ce00e94416431af00f32e5a73c866355679425e425069d624034ecbfb6f63208fa9d07dff6f18ef36f7aa52a06a5657836018a4598a16db899cea0ca8471296120991046b26cb061e90d4dbacf261d776382408a029ea94c80df56.exe,blaster,8,0,0,0,0,0,,0.0,0.999934,cnn_lstm
26e1b134efb134566aeafa40c31232d4b44d3f7d6657d290fe4e90999c8aeec6f5a6de09aa2ab3e85fdb6cce287457aafa558f1be819eb15db08397af7c4ee3b80a9fda5a1fc029834602981d8b9ce64131fc0cbdeeb8152792495170219c6e7b34581df.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
26f86e89d1db3ce6bdcd3308c4965ef746c715c1979a3e065f021c24ea33d7fcf7b0d85872d4fa7a9dd2584793cea05a0690d4a0cc9831b7b804b49dc5af03ef5c3577edd8c3ec0bb62f396e0c4704edf3202aa53e125c5a3a064d85c21ad924d775f409.exe,blaster,7,0,0,0,0,0,,0.0,0.999681,cnn_lstm
27bd7cc6f4cca4d78ff6c6429c21e2018ba04f4117bc9577348c82013dd9e3eafa99bab589afb103eb70497a903921fb8ce693901aa78558580b926db09e3ca0ded94385047ad763170b83f524ea31932c80081fbb062cd791884e3ff67d30e6433b52a5.exe,blaster,5,0,0,0,0,0,,0.0,0.887462,cnn_lstm
27c9bf20a4857530bbf04ab339319d3b3803c1b873cead6cda09e744a48b9481944a4f41ff59f0068a64be6e620ed3f37ba93c8897fccfe5fbd31b844a53258dd69ef41907cdcbb94b78135a8b41d5d6ed79093d0be80cc7b066b7a084ad5218a48b4ea5.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
27d95d65f30178fd11900229ff000a39ec55939ae0f535ba345094f23885064147d475c40947c937d7f0bf4c3e86109e6c0d8e66c94c241076d0a3e7a93997cb837ec82989f05374b9af504208be390bdbadef5e2fed2a778e0ba8872fa48b8b13bef736.exe,blaster,53,0,1,1,0,0,Timing Evasion|Network+Persistence Combo,0.5,1.0,cnn_lstm
27d29651cf67de9543a7a29b832282bdea9f3086502a5646e2b6b33ab64c3e289bd4ebbf6e94f7f94414acbb28af5403a8b09ba2841ebb7965f33a2e734be41a6c4a26444dd25e256412dcdc2684c52b967177c8a571a5a25088eec78392d01cdd1eea12.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
28db63cd6740450e4ee51fd49921aa7f6a08085e19a63f13c08daed888d0697d7dbdae13d5f2a78ad8d0e6ebfccfdd547b5382b68a2052f376e89ab9246edd6435b5eeb2c5a0100c7445eaa9bc07a1d02e1ba4184becd51e572c42569a6fb9f6b3831491.exe,blaster,4,0,0,0,0,0,,0.0,0.881171,cnn_lstm
28db936c154e58719e62704c11aff5f556610f42d53290a0584e251a6ee5a3fa3b67ddb98bc0d3c009b5b9948aaee67988d872ed1d8182740d9197320bb7c7e9bc06716c0327702c06a0703f3ee76a5930a5f6aac357cb8117cd4bf4c9202076fbb43bfe.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
29b3501bbe89758a9108b50abf4f91aee1fa6a7b5399832d8bca0b480ccb89fbbabf0ec52ae75b54f9aa55cbb01136943d769783687dd8be821664767f99e2c57f168d719b6eaec81fe84d9f80e77501bcbbe9ad4be0066c4ac9586a4ecc81a1bcedc7a8.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
29bbe9d85d91b4e4e1ebd5513ecf4fc477fd98cc9075c733de4396c70fd726d3b5cd390bd6a08de0e915f32da166dc65d2eeb19842dd7104a3a20f7968f2554b86454d0ebb6a18e080e2ab3f70d63a7c35ae73062c8f474b96fe2dbe340b279d628b69f1.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
29bfed70771c42f144e17c384255aee021334b46b8696f383793ffbed0cfac7cb137837bbde71507fe362ae931137025c37f689e1a4fccfb551a8cd4b97c6e504fe3e72978669a1972e32e1f7b85393671ab82adb8bda61bd38c8b48beb837c6434e0ce4.exe,blaster,100,0,0,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
29e41ea427ab94a0119dbbd743e57c327e347ccb030189d52d8546e7b23e4d0e8c5d9667c42d470776e3a146f1a1c374a8b238e85a4bc1934d2e4ef8df6942880f940ad0ba9809bd46cc89bda28b8d53070be2279d25f967c7caccbc75c1922abe1f3904.exe,blaster,100,0,0,0,0,0,,0.0,1.0,cnn_lstm
29f018aff60645f47ad9f1b80331f51e1eeaa9b6b39504ade5f5fa47675c039162b2bb72b5ae34dab1d57d27307badd66231afffee9b68ca6bcb04757564e5f811e18ad018689a5c21f83b487c1131455523974ad1335b9c06369792f7198519f57d2bea.exe,blaster,53,0,1,1,0,0,Timing Evasion|Network+Persistence Combo,0.5,0.999999,cnn_lstm
29fb396a3df5ddf5857679b03795efe1fb80e5b0e4ca411517b6dc86e84cde003590cfa07f1cac08e0e8f0d62a0e498a191cf242b068a7cedb1e7b515fbc710ad59e72c84193cf5d91158f5b66d5d0b77732fd865272e5ff1f1631dc5a4bbb264e36a623.exe,blaster,100,0,1,0,0,0,Timing Evasion,0.45,1.0,cnn_lstm
030eb875641263e202044838b0514b52edc960d227a1a0e9e81934c28d2e521c889922c1385e3da87047858a98339f8efaf7aea95d72dbcb822bd161b40cc4da525fef864cfe43fb623a8016cbfbf05e23b2463537df267ddb21fcdd8a7aeabea73173e5.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
30b1c1454c325801ee8132dbbc6e83889ae6b5565d20a823138d686898fe9240160e96281ff595d00ceea1ab8c61d3ef2b92554895b8eef8e90be311701ac86086df54e414d06a5cc2f8283eee6e0b9e7ab498bc4fb3b0ff4b443588140de137a5b5bf71.exe,blaster,0,0,0,0,0,0,,0.0,0.0,abstained_no_imports
